equipamento,flange_id,n_pontos,centroid_x,centroid_y,centroid_z,extensao_x,extensao_y,extensao_z
equipamento8,12,5136,4278568.2793,6664346.0831,12299.7525,204.5581,238.6387,234.2285
equipamento8,13,12508,4278706.9493,6667046.2982,12529.2716,297.396,356.334,344.7471
equipamento8,14,15711,4279017.2066,6664360.8352,11777.1183,357.29,355.7764,391.5127
equipamento8,15,7194,4279346.3665,6667079.9875,12512.9016,199.2354,353.3145,335.1025
equipamento8,16,4570,4278837.8834,6664307.4659,12283.011,173.3447,238.7627,214.0928
equipamento8,17,18437,4278998.1294,6667068.8209,12155.3404,358.8599,349.6094,343.3281
equipamento9,0,5744,2713.119,3169.319,97.3579,0.1094,0.1367,0.117
equipamento9,1,8360,2711.6343,3171.0554,99.4719,0.1343,0.1426,0.1235
equipamento9,2,2234,2711.9941,3171.0555,98.7869,0.1335,0.0654,0.069
equipamento9,3,11608,2712.4158,3170.8824,99.7071,0.1338,0.2073,0.138
equipamento9,4,2958,2712.4341,3169.0354,97.5309,0.1553,0.105,0.1566
equipamento9,5,10745,2712.4161,3168.8371,97.5514,0.1516,0.1206,0.1508
equipamento9,6,4978,2711.4921,3168.9665,98.3635,0.0994,0.0977,0.0943
equipamento9,7,6163,2711.8056,3170.2657,99.7137,0.1501,0.1318,0.1373
equipamento9,8,3592,2711.5049,3168.6767,97.6901,0.0894,0.1008,0.092
equipamento9,9,5036,2711.4964,3168.6873,97.858,0.0923,0.1062,0.1031
equipamento9,10,2714,2712.2986,3169.2283,98.1956,0.071,0.0625,0.0732
equipamento9,11,2139,2712.0985,3169.9349,100.1173,0.1023,0.0911,0.13
equipamento9,12,2440,2711.904,3169.9723,98.5829,0.1658,0.1628,0.1537
equipamento9,13,11018,2712.4444,3169.6856,98.5265,0.1865,0.2004,0.171
equipamento9,14,21385,2712.6879,3169.9826,100.1123,0.1873,0.2251,0.2045
equipamento9,15,15108,2712.4118,3169.4377,99.7078,0.1641,0.1792,0.1717
equipamento9,16,21853,2712.4285,3169.6587,99.7058,0.1626,0.2231,0.1707
equipamento9,17,19515,2712.424,3170.2819,97.979,0.1775,0.1641,0.186
